Total,L1,BCE,Att
261.3587225526571,44.19681393541396,214.32063728570938,2.841271232580766
228.63693284988403,29.25817207619548,196.53770269453526,2.841057769022882
227.0128127783537,28.734343398362398,195.97970335185528,2.298765466082841
225.44264268875122,28.438092244789004,195.56208950281143,1.4424610109999776
224.80557434260845,28.180598095059395,195.32638972997665,1.298586186603643
224.3995834738016,27.977006301283836,195.15973360836506,1.262843725271523
224.08032517135143,27.80704060383141,195.01894930005074,1.2543354178778827
223.75935085117817,27.65395727008581,194.85431972146034,1.2510737032280304
223.51460929214954,27.501937489956617,194.76106871664524,1.2516031988780014
223.16346250474453,27.33324853144586,194.57997991144657,1.2502339811180718
222.93860733509064,27.20635388791561,194.4854644984007,1.2467889364343137
222.4096043854952,26.90571140870452,194.25888392329216,1.2450087082688697
220.89689964056015,26.0394993070513,193.62031091749668,1.237089625268709
220.28918546438217,25.683780387043953,193.37609942257404,1.2293055747286417
219.77063666284084,25.403124349191785,193.13916136324406,1.2283513277652673
219.25222243368626,25.092348298057914,192.92967541515827,1.2301988442777656
218.322999432683,24.585704151540995,192.50437520444393,1.2329197722719982
216.9339403808117,23.79943481273949,191.90931396186352,1.2251913702348247
215.35923209786415,22.89332682453096,191.250895768404,1.215009514358826
213.87699107825756,22.047272389754653,190.62121257185936,1.208506318682339
212.64031979441643,21.299855740740895,190.1368483901024,1.20361569855595
211.46175771951675,20.614199867472053,189.64621843397617,1.2013390670763329
210.44153606891632,19.99913048930466,189.24291788041592,1.1994880933198147
209.45152044296265,19.433996073901653,188.81882375478745,1.1987005843548104
208.64004363119602,18.910930287092924,188.53170712292194,1.197405950340908
207.74917095899582,18.373323876410723,188.1793103814125,1.1965371405822225
206.83042415976524,17.792737416923046,187.84192886948586,1.1957578676519915
205.99878661334515,17.288770080544055,187.514753267169,1.1952630949090235
205.34744234383106,16.88532273285091,187.26735365390778,1.19476557552116
204.76668912172318,16.52382335625589,187.0485521107912,1.1943143320386298
204.25893518328667,16.19914534687996,186.86598938703537,1.1938004071707837
203.77068758010864,15.903364917263389,186.67359325289726,1.1937291182111949
203.33832822740078,15.63249789364636,186.51231475174427,1.1935156243271194
202.96017396450043,15.393315394409,186.3736387193203,1.1932199107250199
202.53300224244595,15.156113663688302,186.18341386318207,1.193474642233923
202.21411655843258,14.943572773598135,186.07741874456406,1.1931248151231557
201.8525628298521,14.735618334263563,185.92375187575817,1.1931925006210804
201.5807767957449,14.552094063721597,185.83571416139603,1.1929681436740793
201.28893788158894,14.37533682398498,185.72078454494476,1.1928164272103459
201.02512995898724,14.208162503316998,185.6242047995329,1.1927624712116085
200.78676015138626,14.05805018171668,185.53598667681217,1.1927234095637687
200.53333131968975,13.902896173298359,185.43774783611298,1.1926877652294934
200.31150372326374,13.765903250314295,185.3529460132122,1.1926542329019867
200.09880024194717,13.634699427522719,185.271484836936,1.1926159111899324
199.92891459167004,13.506331033073366,185.2303328961134,1.1922507306444459
199.71468941867352,13.383688213303685,185.13861963152885,1.1923814037581906
199.5696046948433,13.267585554160178,185.10992538928986,1.192093294346705
199.3625402599573,13.151576961390674,185.0185965001583,1.1923669741954654
199.1985695809126,13.043546930886805,184.96284741163254,1.1921752328635193
199.02376294136047,12.940554890781641,184.8908531665802,1.1923547644983046
198.91318985819817,12.845502071082592,184.8756521344185,1.1920354306930676
198.78410610556602,12.76033243816346,184.83176067471504,1.192013161838986
198.65384148061275,12.66383783891797,184.79796566069126,1.1920384064433165
198.5401859730482,12.582371678203344,184.76599602401257,1.1918180683860555
198.3940410912037,12.494480157271028,184.70758664608002,1.1919742600875907
198.26351621747017,12.409901099279523,184.661612957716,1.1920022944686934
198.21444953978062,12.347961810417473,184.67493304610252,1.1915543130016886
198.07875813543797,12.266463871113956,184.6205005198717,1.191793497884646
197.98430854082108,12.197806985117495,184.59478357434273,1.1917181535391137
197.91750811040401,12.142152062617242,184.5839253216982,1.1914310705615208
197.8369149416685,12.069559102877975,184.57621783018112,1.191137685906142
197.67898462712765,12.003399282693863,184.48375245928764,1.1918328623869456
197.60849465429783,11.943603781051934,184.4732830375433,1.1916081969393417
197.57963424921036,11.898579568602145,184.48972241580486,1.1913324515335262
197.5064066797495,11.842737936414778,184.4723999798298,1.1912687310250476
197.37725967168808,11.7747587505728,184.41100339591503,1.1914974806713872
197.3357035368681,11.720457199029624,184.42418752610683,1.19105893507367
197.21510745584965,11.654354028403759,184.36950725317,1.1912467923248187
197.1490277349949,11.601790336892009,184.35613349080086,1.1911037537502125
197.09257204830647,11.547620435245335,184.3541249036789,1.190826422185637
196.9953848719597,11.505060491152108,184.2991083264351,1.1912156298058107
196.92957292497158,11.456578155048192,184.28186996281147,1.1911252122372389
196.87112414836884,11.406509783118963,184.27365511655807,1.1909592821612023
196.79883122444153,11.359684010967612,184.2481708228588,1.190976903308183
196.79062747955322,11.329219249077141,184.2708225697279,1.1905852314084768
196.6767004877329,11.273471319116652,184.21210052073002,1.1911284733796492
196.63298355042934,11.244931442663074,184.19706325232983,1.1909888091031462
196.5560986995697,11.19460984878242,184.17050123214722,1.1909871679963544
196.56287606060505,11.164747389033437,184.2074625045061,1.1906658076914027
196.44277834892273,11.103144366294146,184.1489786207676,1.1906550499261357
196.38816614449024,11.068275913596153,184.1291488111019,1.1907415159512311
196.2979866117239,11.018483389168978,184.0884426832199,1.1910605593584478
196.31155742704868,10.997564415447414,184.12344044446945,1.1905525272595696
196.22877533733845,10.952608684077859,184.08547998964787,1.1906860788003542
196.17213083803654,10.919160977937281,184.06206406652927,1.1909058112069033
196.17226752638817,10.882364825345576,184.0995653271675,1.1903372289962135
196.11058527231216,10.857097430154681,184.06309194862843,1.190395641780924
196.06615075469017,10.812870912253857,184.06304544210434,1.1902345044654794
196.00548823177814,10.779052667319775,184.03611597418785,1.1903194760088809
195.98482616245747,10.752717389725149,184.0418807566166,1.1902283392264508
195.95559690892696,10.733405692502856,184.03207796812057,1.1901130889891647
195.8938990533352,10.689797041006386,184.0139958113432,1.190105723682791
195.8490080088377,10.663230068050325,183.9955940693617,1.1901840249774978
195.80986735224724,10.635357160121202,183.98426321148872,1.1902470456552692
195.77125844359398,10.606530262157321,183.97458298504353,1.1901451126905158
195.74586924910545,10.572887217625976,183.98314586281776,1.1898362372303382
195.65906539559364,10.54028441850096,183.9286000430584,1.190181088168174
195.65922890603542,10.52305290196091,183.94627206027508,1.189903792575933
195.6056203842163,10.481287182308733,183.9344856441021,1.1898475647903979
195.5928099900484,10.464540915563703,183.93839420378208,1.189874708361458
195.52644929289818,10.420754154212773,183.91601614654064,1.1896787203731947
195.48563914000988,10.401309981942177,183.89445412158966,1.1898751249536872
195.45851790905,10.372867297381163,183.8958661556244,1.1897845863713883
195.39500126242638,10.3477769093588,183.85721127688885,1.1900131152942777
195.38471938669682,10.322754034772515,183.872239112854,1.1897264618310146
195.33213591575623,10.293116089887917,183.8491376042366,1.1898826195974834
195.3322272747755,10.276975584216416,183.86559882760048,1.1896526395576075
195.30750720202923,10.260473790578544,183.8574222177267,1.18961108190706
195.28048230707645,10.238366870209575,183.85261464118958,1.1895006601698697
195.21949809789658,10.20369412843138,183.82606814801693,1.1897360734292306
195.18557758629322,10.172739326953888,183.82336695492268,1.189470987941604
195.164144217968,10.157967476174235,183.81671531498432,1.1894609895534813
195.1520503014326,10.137159247882664,183.82539369165897,1.189497621031478
195.1230348199606,10.104300331324339,183.82945170998573,1.1892826386610977
195.1040565520525,10.089870802126825,183.82502762973309,1.1891584229888394
195.0662029236555,10.073023105971515,183.80388620495796,1.1892936049262062
195.01760183274746,10.042173916473985,183.78614139556885,1.1892863599932753
194.95688273012638,10.028974042274058,183.7382256835699,1.1896830060868524
194.9770528972149,10.015073798596859,183.77257439494133,1.1894046583329327
194.98974606394768,10.002583716064692,183.79806008934975,1.189101993222721
194.91669884324074,9.973354182206094,183.75400517880917,1.1893394690705463
194.90377436578274,9.9553248770535,183.7592248916626,1.1892247725627385
194.8798764050007,9.93701347336173,183.7537701278925,1.1890929485671222
194.88716050982475,9.926635066978633,183.77168311178684,1.1888423634227365
194.84658114612103,9.90913310367614,183.74821300804615,1.1892349909758195
194.82325388491154,9.885409636422992,183.74884642660618,1.1889981116983108
194.79525935649872,9.872664058580995,183.73345670104027,1.1891385361668654
194.7270768582821,9.841127005405724,183.69662049412727,1.1893293676548637
194.71673907339573,9.837056932039559,183.69029042124748,1.1893916215049103
194.71702560782433,9.809546538628638,183.71845971047878,1.1890190587146208
194.68594263494015,9.804726524278522,183.69206918776035,1.1891467658570036
194.67654486000538,9.77827919088304,183.70949195325375,1.1887741625541821
194.6760053485632,9.775500671938062,183.71161471307278,1.1888900915510021
194.63050146400928,9.750159247778356,183.69149121642113,1.1888510901480913
194.62933926284313,9.736251959577203,183.70447823405266,1.1886092360364273
